symbol,event_time,year,premium,z,side,r1,r4,r12
SOLUSDT,1710342000000,2024,0.00248165,5.794279318587818,SHORT,-0.012186228245052323,-0.03643840169451953,-0.06054629080429562
SOLUSDT,1710343200000,2024,0.00049667,-3.0326407120091456,SHORT,-0.006435534075025723,-0.0264384512599218,-0.06294025095128196
SOLUSDT,1710366000000,2024,0.00046562,-3.1100619514749646,SHORT,0.014176801196178061,-0.0032787999497838603,-0.039308318381005354
SOLUSDT,1710414300000,2024,0.00031904,-3.0120080222701735,SHORT,0.005618106072461106,0.03261117119232923,-0.020167973273265707
SOLUSDT,1710429000000,2024,0.00011757,-3.787537162495277,SHORT,-0.011173565525244985,0.03087206695974336,-0.049147468137448365
SOLUSDT,1710442800000,2024,0.00191045,3.1468836597333993,SHORT,0.015954573677465785,-0.046362141467977055,-0.08193377805858616
SOLUSDT,1710473100000,2024,0.00236837,4.201019686047612,SHORT,0.015978646533958352,-0.0003234510553126608,-0.032206357937121774
SOLUSDT,1710480600000,2024,4.464e-05,-3.0943587700230877,SHORT,-0.02868115148968408,0.006532416128395771,-0.04111268696109824
SOLUSDT,1710482400000,2024,-0.00018862,-3.6191534084108565,LONG,0.02868115148968408,-0.006532416128395771,0.04111268696109824
SOLUSDT,1710487200000,2024,-0.00079324,-5.1397086998039265,LONG,-0.05138407555959779,-0.035392266701887345,0.03998286259108831
SOLUSDT,1710493800000,2024,0.00340719,6.2130960322025475,SHORT,0.018727106304164458,-0.051486426255212006,-0.03572649076596062
SOLUSDT,1710533400000,2024,0.00274434,4.522243559453621,SHORT,-0.013829306361960813,-0.024056526503654353,-0.08001011538030718
SOLUSDT,1710567300000,2024,0.00205265,3.057860308984362,SHORT,0.01483339282176093,-0.010284342399736978,0.020525415574554305
SOLUSDT,1710679800000,2024,0.00175214,3.5632619811063093,SHORT,-0.017733107778797896,-0.01727780740203598,-0.03202097268327585
SOLUSDT,1710715200000,2024,0.00338203,9.888168687300618,SHORT,-0.0031938134666918976,-0.008748711233786132,-0.03753462523216282
SOLUSDT,1710753000000,2024,-0.0003137,-4.013139240523934,LONG,0.00902547949749873,-0.011292642956775631,-0.025488647213849042
SOLUSDT,1710811800000,2024,0.0018313,3.620089501409858,SHORT,0.02317619529307572,0.013243100562943755,0.03397303818263359
SOLUSDT,1710832800000,2024,0.00194898,3.6397392978001757,SHORT,0.05594026597146487,0.0457764802241117,0.025384585510854495
SOLUSDT,1710912900000,2024,0.00188392,3.644118416755017,SHORT,-0.010487346209131021,-0.03131854786532261,-0.035688734021276404
SOLUSDT,1710921900000,2024,-0.00074696,-4.202738253710433,LONG,0.0016985216442423764,0.022715845371994652,0.08673385279577253
SOLUSDT,1710952200000,2024,-0.00043624,-3.521174422052144,LONG,0.02461205121544296,0.1052771962110192,0.1159967601142485
SOLUSDT,1710954900000,2024,0.00183443,3.4800044098091285,SHORT,-0.06623874024770252,-0.09816658589786054,-0.09367193550229413
SOLUSDT,1710961500000,2024,0.00198835,3.7314266764285637,SHORT,-0.021341332591682017,-0.04894962163917983,-0.03232053147079055
SOLUSDT,1710980700000,2024,0.0017722,3.042126146459627,SHORT,0.00705309877915743,0.022920021918122497,0.018135564099963076
SOLUSDT,1711083900000,2024,0.00262264,7.903448888836211,SHORT,-0.0041084235938678325,0.018762044649539792,0.04266121108302927
SOLUSDT,1711240500000,2024,0.00132743,3.487151327622042,SHORT,-0.0008746720537648363,0.017575084372857087,-0.0034657950849141094
